id,token,pos,class,meaning,idiomliteral
,must,MD,,,
,hold,VB,,,
,the,DT,,,
,fort,NN,,,
15903,Helen,NNP,Metaphor,,
,said,VBD,,,
,",",",",,,
,I,PRP,,,
,'ll,MD,,,
,hold,VB,,,
,the,DT,,,
,fort,NN,,,
15904,it,PRP,Metaphor,,
,was,VBD,,,
,my,PRP$,,,
,responsibility,NN,,,
,to,TO,,,
,hold,VB,,,
,the,DT,,,
,fort,NN,,,
15905,we,PRP,Metaphor,,
,can,MD,,,
,maybe,RB,,,
,hold,VB,,,
,the,DT,,,
,fort,NN,,,
,against,IN,,,
,the,DT,,,
,chaos,NN,,,
,that,IN,,,
,rages,VBZ,,,
,outside,IN,,,
15906,hold,VB,Metaphor,restrain yourself,
,your,PRP$,,,
,horses,NNS,,,
15907,Hold,VB,Metaphor,,
,your,PRP$,,,
,horses,NNS,,,
,.,.,,,
,Was,NNP,,,
,Hilary,NNP,,,
,a,DT,,,
,boarder,NN,,,
,?,.,,,
15908,Hold,VB,Metaphor,,
,your,PRP$,,,
,horses,NNS,,,
,",",",",,,
,mate,NN,,,
,.,.,,,
,Here,RB,,,
,'s,VBZ,,,
,Charlie,NNP,,,
,now,RB,,,
15909,hold,VB,Metaphor,,
,your,PRP$,,,
,horses,NNS,,,
,then,RB,,,
,Mr,NNP,,,
,Curtis,NNP,,,
15910,Hold,VB,Metaphor,,
,your,PRP$,,,
,horses,NNS,,,
,",",",",,,
,I,PRP,,,
,'m,VBP,,,
,coming,VBG,,,
15911,if,IN,Metaphor,,
,you,PRP,,,
,'re,VBP,,,
,prepared,JJ,,,
,to,TO,,,
,hold,VB,,,
,your,PRP$,,,
,horses,NNS,,,
,a,DT,,,
,little,JJ,,,
,until,IN,,,
,that,DT,,,
,final,JJ,,,
,fence,NN,,,
15912,be,VB,Metaphor,,
,prepared,VBN,,,
,to,TO,,,
,hold,VB,,,
,your,PRP$,,,
,horses,NNS,,,
,a,DT,,,
,little,JJ,,,
15913,hold,VB,Metaphor,,
,your,PRP$,,,
,horses,NNS,,,
,until,IN,,,
,you,PRP,,,
,have,VBP,,,
,lived,VBN,,,
,at,IN,,,
,your,PRP$,,,
,latest,JJS,,,
,home,NN,,,
15914,But,CC,Metaphor,,
,hold,VB,,,
,your,PRP$,,,
,horses,NNS,,,
,:,:,,,
,before,IN,,,
,we,PRP,,,
,start,VBP,,,
,coding,VBG,,,
,we,PRP,,,
,need,VBP,,,
,to,TO,,,
,lay,VB,,,
,down,RP,,,
,a,DT,,,
,few,JJ,,,
,quick,JJ,,,
,ideas,NNS,,,
15915,Alright,NNP,Metaphor,,
,",",",",,,
,hold,VB,,,
,your,PRP$,,,
,horses,NNS,,,
15916,Gerrard,NNP,Metaphor,,
,is,VBZ,,,
,on,IN,,,
,fire,NN,,,
,but,CC,,,
,has,VBZ,,,
,a,DT,,,
,knock,NN,,,
,from,IN,,,
,last,JJ,,,
,night,NN,,,
,so,RB,,,
,hold,VB,,,
,your,PRP$,,,
,horses,NNS,,,
,on,IN,,,
,that,DT,,,
,one,CD,,,
15917,hold,VB,Metaphor,,
,your,PRP$,,,
,horses,NNS,,,
,on,IN,,,
,that,DT,,,
,one,CD,,,
15918,when,WRB,Metaphor,,
,things,NNS,,,
,go,VBP,,,
,wrong,RB,,,
,",",",",,,
,it,PRP,,,
,'s,VBZ,,,
,just,RB,,,
,as,RB,,,
,well,RB,,,
,to,TO,,,
,learn,VB,,,
,to,TO,,,
,hold,VB,,,
,your,PRP$,,,
,horses,NNS,,,
,a,DT,,,
,little,JJ,,,
15919,just,RB,Metaphor,,
,learn,NN,,,
,to,TO,,,
,hold,VB,,,
,your,PRP$,,,
,horses,NNS,,,
,a,DT,,,
,little,JJ,,,
15920,for,IN,Metaphor,,
,goodness,NN,,,
,','',,,
,sake,JJ,,,
,try,NN,,,
,to,TO,,,
,hold,VB,,,
,your,PRP$,,,
,horses,NNS,,,
,",",",",,,
,and,CC,,,
,keep,VB,,,
,your,PRP$,,,
,tongue,NN,,,
,quiet,NN,,,
15921,for,IN,Metaphor,,
,goodness,NN,,,
,','',,,
,sake,JJ,,,
,try,NN,,,
,to,TO,,,
,hold,VB,,,
,your,PRP$,,,
,horses,NNS,,,
15922,hold,NN,Metaphor,be valid,Yes
,water,NN,,,
15923,Hume,NNP,Metaphor,,
,'s,POS,,,
,argument,NN,,,
,",",",",,,
,however,RB,,,
,",",",",,,
,does,VBZ,,,
,not,RB,,,
,hold,VB,,,
,water,NN,,,
15924,Most,JJS,Metaphor,,
,unbiased,JJ,,,
,lawyers,NNS,,,
,had,VBD,,,
,said,VBD,,,
,the,DT,,,
,Danish,JJ,,,
,concessions,NNS,,,
,wo,MD,,,
,n't,RB,,,
,hold,VB,,,
,water,NN,,,
15925,the,DT,Metaphor,,
,Danish,JJ,,,
,concessions,NNS,,,
,wo,MD,,,
,n't,RB,,,
,hold,VB,,,
,water,NN,,,
15926,there,EX,Metaphor,,
,is,VBZ,,,
,one,CD,,,
,theory,NN,,,
,which,WDT,,,
,will,MD,,,
,not,RB,,,
,hold,VB,,,
,water,NN,,,
,for,IN,,,
,a,DT,,,
,moment,NN,,,
15927,the,DT,Metaphor,,
,cross-fertilisation,NN,,,
,theory,NN,,,
,does,VBZ,,,
,n't,RB,,,
,hold,VB,,,
,water,NN,,,
15928,that,DT,Metaphor,,
,is,VBZ,,,
,one,CD,,,
,theory,NN,,,
,that,WDT,,,
,will,MD,,,
,not,RB,,,
,hold,VB,,,
,water,NN,,,
15929,it,PRP,Metaphor,,
,must,MD,,,
,be,VB,,,
,said,VBD,,,
,that,IN,,,
,it,PRP,,,
,does,VBZ,,,
,not,RB,,,
,hold,VB,,,
,water,NN,,,
15930,the,DT,Metaphor,,
,commonly-held,JJ,,,
,view,NN,,,
,of,IN,,,
,the,DT,,,
,elder,NN,,,
,statesman,NN,,,
,",",",",,,
,as,IN,,,
,the,DT,,,
,British,JJ,,,
,prototype,NN,,,
,for,IN,,,
,Ronald,NNP,,,
,Reagan,NNP,,,
,",",",",,,
,did,VBD,,,
,n't,RB,,,
,hold,VB,,,
,water,NN,,,
15931,the,DT,Metaphor,,
,commonly-held,JJ,,,
,view,NN,,,
,of,IN,,,
,the,DT,,,
,elder,NN,,,
,statesman,NN,,,
,did,VBD,,,
,n't,RB,,,
,hold,VB,,,
,water,NN,,,
15932,that,DT,Metaphor,,
,argument,NN,,,
,does,VBZ,,,
,n't,RB,,,
,hold,VB,,,
,water,NN,,,
15933,This,DT,Metaphor,,
,argument,NN,,,
,just,RB,,,
,does,VBZ,,,
,not,RB,,,
,hold,VB,,,
,water,NN,,,
,.,.,,,
,The,DT,,,
,whole,JJ,,,
,system,NN,,,
,was,VBD,,,
,ill-conceived,JJ,,,
,from,IN,,,
,the,DT,,,
,outset,NN,,,
15934,This,DT,Metaphor,,
,argument,NN,,,
,just,RB,,,
,does,VBZ,,,
,not,RB,,,
,hold,VB,,,
,water,NN,,,
15935,the,DT,Metaphor,,
,old,JJ,,,
,capitalist,NN,,,
,cant,NN,,,
,that,IN,,,
,``,``,,,
,everyone,NN,,,
,'s,VBZ,,,
,a,DT,,,
,winner,NN,,,
,'','',,,
,does,VBZ,,,
,n't,RB,,,
,hold,VB,,,
,water,NN,,,
15936,The,DT,Metaphor,,
,``,``,,,
,Strain,NNP,,,
,",",",",,,
,Millar,NNP,,,
,",",",",,,
,Keery,NNP,,,
,'','',,,
,argument,NN,,,
,does,VBZ,,,
,not,RB,,,
,hold,VB,,,
,water,NN,,,
15937,you,PRP,Metaphor,,
,realize,VBP,,,
,that,IN,,,
,a,DT,,,
,statement,NN,,,
,like,IN,,,
,that,DT,,,
,just,RB,,,
,does,VBZ,,,
,not,RB,,,
,hold,VB,,,
,water,NN,,,
15938,the,DT,Literal,,
,gossamer,JJ,,,
,sheets,NNS,,,
,of,IN,,,
,Textrix,NNP,,,
,employ,VBP,,,
,some,DT,,,
,of,IN,,,
,the,DT,,,
,finest,JJS,,,
,and,CC,,,
,are,VBP,,,
,probably,RB,,,
,the,DT,,,
,only,JJ,,,
,webs,NN,,,
,that,WDT,,,
,could,MD,,,
,hold,VB,,,
,water,NN,,,
15939,The,DT,Literal,,
,water,NN,,,
,managers,NNS,,,
,will,MD,,,
,push,VB,,,
,water,NN,,,
,in,IN,,,
,or,CC,,,
,hold,VB,,,
,water,NN,,,
,out,IN,,,
,according,VBG,,,
,to,TO,,,
,a,DT,,,
,computer,NN,,,
,programmed,VBN,,,
,with,IN,,,
,decades,NNS,,,
,of,IN,,,
,data,NNS,,,
15940,The,DT,Literal,,
,water,NN,,,
,managers,NNS,,,
,will,MD,,,
,push,VB,,,
,water,NN,,,
,in,IN,,,
,or,CC,,,
,hold,VB,,,
,water,NN,,,
,out,IN,,,
15941,The,DT,Literal,,
,pits,NNS,,,
,at,IN,,,
,the,DT,,,
,Midrips,NNP,,,
,and,CC,,,
,Wicks,NNP,,,
,near,IN,,,
,the,DT,,,
,boundary,NN,,,
,with,IN,,,
,Kent,NNP,,,
,no,RB,,,
,longer,RB,,,
,hold,VB,,,
,water,NN,,,
15942,The,DT,Literal,,
,pits,NNS,,,
,no,RB,,,
,longer,RBR,,,
,hold,VB,,,
,water,NN,,,
15943,It,PRP,Literal,,
,must,MD,,,
,be,VB,,,
,dense,JJ,,,
,enough,RB,,,
,to,TO,,,
,support,VB,,,
,the,DT,,,
,plant,NN,,,
,",",",",,,
,porous,JJ,,,
,enough,RB,,,
,to,TO,,,
,hold,VB,,,
,water,NN,,,
15944,no,DT,Metaphor,no restrictions apply in a particular conflict,
,holds,VBZ,,,
,barred,VBD,,,
15945,the,DT,Metaphor,,
,defiantly,RB,,,
,right-on,JJ,,,
,stance,NN,,,
,of,IN,,,
,the,DT,,,
,comedy,NN,,,
,circuit,NN,,,
,had,VBD,,,
,been,VBN,,,
,booted,VBN,,,
,out,RP,,,
,by,IN,,,
,a,DT,,,
,brand,NN,,,
,of,IN,,,
,no-holds,NNS,,,
,barred,VBN,,,
,humour,NNS,,,
15946,it,PRP,Metaphor,,
,had,VBD,,,
,been,VBN,,,
,booted,VBN,,,
,out,RP,,,
,by,IN,,,
,a,DT,,,
,brand,NN,,,
,of,IN,,,
,no-holds,NNS,,,
,barred,VBN,,,
,humour,NNS,,,
15947,he,PRP,Metaphor,,
,was,VBD,,,
,going,VBG,,,
,to,TO,,,
,shoot,VB,,,
,the,DT,,,
,whole,JJ,,,
,works,NNS,,,
,",",",",,,
,no,DT,,,
,holds,VBZ,,,
,barred,VBD,,,
15948,My,PRP$,Metaphor,,
,father,NN,,,
,had,VBD,,,
,purchased,VBN,,,
,a,DT,,,
,box,NN,,,
,of,IN,,,
,Maltesers,NNS,,,
,to,TO,,,
,sustain,VB,,,
,him,PRP,,,
,through,IN,,,
,this,DT,,,
,no,DT,,,
,holds,VBZ,,,
,barred,VBN,,,
,erotic,JJ,,,
,horror,NN,,,
,film,NN,,,
15949,it,PRP,Metaphor,,
,would,MD,,,
,sustain,VB,,,
,her,PRP$,,,
,through,IN,,,
,the,DT,,,
,no,DT,,,
,holds,VBZ,,,
,barred,VBN,,,
,horror,NN,,,
,film,NN,,,
15950,Hints,NNS,Metaphor,,
,from,IN,,,
,Michael,NNP,,,
,Portillo,NNP,,,
,of,IN,,,
,a,DT,,,
,no-holds-barred,JJ,,,
,review,NN,,,
,of,IN,,,
,welfare,NN,,,
,spending,NN,,,
,left,VBD,,,
,Tory,NNP,,,
,MPs,NNP,,,
,wondering,VBG,,,
15951,there,EX,Metaphor,,
,will,MD,,,
,be,VB,,,
,a,DT,,,
,no-holds-barred,JJ,,,
,review,NN,,,
15952,In,IN,Metaphor,,
,Talking,VBG,,,
,About,IN,,,
,Sex,NN,,,
,",",",",,,
,classes,NNS,,,
,of,IN,,,
,14,CD,,,
,to,TO,,,
,17-year-old,JJ,,,
,schoolchildren,NNS,,,
,will,MD,,,
,hear,VB,,,
,no-holds-barred,JJ,,,
,discussions,NNS,,,
15953,In,IN,Metaphor,,
,Talking,VBG,,,
,About,IN,,,
,Sex,NN,,,
,",",",",,,
,the,DT,,,
,classes,NNS,,,
,will,MD,,,
,have,VB,,,
,no-holds-barred,JJ,,,
,discussions,NNS,,,
15954,you,PRP,Metaphor,,
,sit,VBP,,,
,round,VB,,,
,and,CC,,,
,you,PRP,,,
,tell,VBP,,,
,them,PRP,,,
,that,IN,,,
,they,PRP,,,
,can,MD,,,
,say,VB,,,
,anything,NN,,,
,they,PRP,,,
,like,VBP,,,
,",",",",,,
,no,DT,,,
,holds,VBZ,,,
,barred,VBD,,,
15955,no,DT,Metaphor,,
,holds,VBZ,,,
,barred,VBN,,,
,and,CC,,,
,nobody,NN,,,
,'s,VBZ,,,
,going,VBG,,,
,to,TO,,,
,criticise,VB,,,
,anything,NN,,,
,they,PRP,,,
,say,VBP,,,
15956,He,PRP,Metaphor,,
,was,VBD,,,
,under,IN,,,
,immense,JJ,,,
,pressure,NN,,,
,to,TO,,,
,back,VB,,,
,no,DT,,,
,holds,VBZ,,,
,barred,VBD,,,
,military,JJ,,,
,action,NN,,,
,by,IN,,,
,UN,NNP,,,
,forces,NNS,,,
15957,he,PRP,Metaphor,,
,had,VBD,,,
,to,TO,,,
,back,VB,,,
,no,DT,,,
,holds,VBZ,,,
,barred,VBD,,,
,military,JJ,,,
,action,NN,,,
15958,There,EX,Metaphor,,
,are,VBP,,,
,n't,RB,,,
,any,DT,,,
,barriers,NNS,,,
,",",",",,,
,no,DT,,,
,holds,VBZ,,,
,barred,VBN,,,
,",",",",,,
,nothing,NN,,,
,we,PRP,,,
,ca,MD,,,
,n't,RB,,,
,do,VB,,,
,now,RB,,,
,!,.,,,
15959,There,EX,Metaphor,,
,are,VBP,,,
,n't,RB,,,
,any,DT,,,
,barriers,NNS,,,
,",",",",,,
,no,DT,,,
,holds,VBZ,,,
,barred,VBD,,,
15960,pick,NN,Metaphor,find fault with,
,holes,NNS,,,
15961,Pick,NNP,Metaphor,,
,holes,NNS,,,
,in,IN,,,
,the,DT,,,
,other,JJ,,,
,person,NN,,,
,'s,POS,,,
,ideas,NNS,,,
,.,.,,,
,Criticize,VB,,,
,the,DT,,,
,other,JJ,,,
,person,NN,,,
15962,Pick,NNP,Metaphor,,
,holes,NNS,,,
,in,IN,,,
,the,DT,,,
,other,JJ,,,
,person,NN,,,
,'s,POS,,,
,ideas,NNS,,,
15963,Afterwards,NNS,Metaphor,,
,",",",",,,
,the,DT,,,
,SAE,NNP,,,
,would,MD,,,
,disclose,VB,,,
,his,PRP$,,,
,identity,NN,,,
,",",",",,,
,then,RB,,,
,pick,JJ,,,
,holes,NNS,,,
,in,IN,,,
,the,DT,,,
,AE,NNP,,,
,'s,POS,,,
,sales,NNS,,,
,techniques,NNS,,,
15964,Afterwards,NNS,Metaphor,,
,they,PRP,,,
,picked,VBD,,,
,holes,NNS,,,
,in,IN,,,
,the,DT,,,
,sales,NNS,,,
,techniques,NNS,,,
15965,it,PRP,Metaphor,,
,'s,VBZ,,,
,been,VBN,,,
,reasonably,RB,,,
,simple,JJ,,,
,to,TO,,,
,pick,VB,,,
,holes,NNS,,,
,in,IN,,,
,their,PRP$,,,
,plans,NNS,,,
15966,Do,VBP,Metaphor,,
,n't,RB,,,
,you,PRP,,,
,pick,VB,,,
,holes,NNS,,,
,in,IN,,,
,my,PRP$,,,
,religion,NN,,,
,",",",",,,
,Cleg,NNP,,,
,Jones,NNP,,,
15967,there,EX,Metaphor,,
,are,VBP,,,
,certain,JJ,,,
,points,NNS,,,
,you,PRP,,,
,can,MD,,,
,pick,VB,,,
,holes,NNS,,,
,in,IN,,,
15968,Any,DT,Metaphor,,
,fanatical,JJ,,,
,guitar,NN,,,
,collector,NN,,,
,or,CC,,,
,dealer,NN,,,
,would,MD,,,
,find,VB,,,
,a,DT,,,
,fair,JJ,,,
,few,JJ,,,
,things,NNS,,,
,to,TO,,,
,pick,VB,,,
,holes,NNS,,,
,in,IN,,,
15969,Any,DT,Metaphor,,
,guitar,NN,,,
,collector,NN,,,
,would,MD,,,
,find,VB,,,
,a,DT,,,
,fair,JJ,,,
,few,JJ,,,
,things,NNS,,,
,to,TO,,,
,pick,VB,,,
,holes,NNS,,,
,in,IN,,,
15970,After,IN,Metaphor,,
,all,DT,,,
,",",",",,,
,we,PRP,,,
,'re,VBP,,,
,trying,VBG,,,
,to,TO,,,
,pick,VB,,,
,holes,NNS,,,
,in,IN,,,
,it,PRP,,,
15971,The,DT,Metaphor,,
,following,JJ,,,
,Saturday,NNP,,,
,she,PRP,,,
,agreed,VBD,,,
,",",",",,,
,at,IN,,,
,least,JJS,,,
,",",",",,,
,to,TO,,,
,go,VB,,,
,with,IN,,,
,him,PRP,,,
,but,CC,,,
,then,RB,,,
,all,DT,,,
,she,PRP,,,
,did,VBD,,,
,was,VBD,,,
,pick,NN,,,
,holes,NNS,,,
15972,later,RB,Metaphor,,
,all,DT,,,
,she,PRP,,,
,did,VBD,,,
,was,VBD,,,
,pick,NN,,,
,holes,NNS,,,
15973,All,DT,Metaphor,,
,right,NN,,,
,",",",",,,
,pick,JJ,,,
,holes,NNS,,,
,",",",",,,
,he,PRP,,,
,said,VBD,,,
,sulkily,RB,,,
15974,It,PRP,Metaphor,,
,is,VBZ,,,
,almost,RB,,,
,impossible,JJ,,,
,to,TO,,,
,pick,VB,,,
,holes,NNS,,,
,in,IN,,,
,the,DT,,,
,Essex,NNP,,,
,claim,NN,,,
,to,TO,,,
,be,VB,,,
,the,DT,,,
,best,JJS,,,
,county,NN,,,
,side,NN,,,
15975,It,PRP,Metaphor,,
,is,VBZ,,,
,almost,RB,,,
,impossible,JJ,,,
,to,TO,,,
,pick,VB,,,
,holes,NNS,,,
,in,IN,,,
,the,DT,,,
,Essex,NNP,,,
,claim,NN,,,
15976,holier,JJR,Metaphor,characterized by an attitude of self-conscious virtue and piety,
,than,IN,,,
,thou,NN,,,
15977,she,PRP,Metaphor,,
,was,VBD,,,
,most,RBS,,,
,irritated,JJ,,,
,by,IN,,,
,Caro,NNP,,,
,'s,POS,,,
,holier-than-thou,JJ,,,
,attitude,NN,,,
15978,Some,DT,Metaphor,,
,of,IN,,,
,those,DT,,,
,involved,VBN,,,
,had,VBD,,,
,quite,RB,,,
,a,DT,,,
,critical,JJ,,,
,",",",",,,
,holier-than-thou,JJ,,,
,approach,NN,,,
15979,all,DT,Metaphor,,
,governments,NNS,,,
,are,VBP,,,
,holier-than-thou,JJ,,,
,in,IN,,,
,this,DT,,,
,respect,NN,,,
15980,the,DT,Metaphor,,
,real,JJ,,,
,Windsor,NNP,,,
,villain,NN,,,
,is,VBZ,,,
,none,RB,,,
,other,JJ,,,
,than,IN,,,
,the,DT,,,
,holier-than-thou,JJ,,,
,Prince,NNP,,,
,Philip,NNP,,,
15981,That,DT,Metaphor,,
,little,JJ,,,
,holier-than-thou,JJ,,,
,fanatic,NN,,,
,would,MD,,,
,soon,RB,,,
,drown,VB,,,
,herself,PRP,,,
15982,your,PRP$,Metaphor,,
,holier-than-thou,JJ,,,
,friend,NN,,,
15983,he,PRP,Metaphor,,
,described,VBD,,,
,her,PRP,,,
,as,IN,,,
,self-righteous,JJ,,,
,",",",",,,
,holier-than-thou,JJ,,,
,and,CC,,,
,hypocritical,JJ,,,
15984,she,PRP,Metaphor,,
,described,VBD,,,
,him,PRP,,,
,as,IN,,,
,holier-than-thou,NN,,,
15985,I,PRP,Metaphor,,
,do,VBP,,,
,n't,RB,,,
,want,VB,,,
,to,TO,,,
,sit,VB,,,
,here,RB,,,
,holier,JJR,,,
,than,IN,,,
,thou,NN,,,
15986,They,PRP,Metaphor,,
,then,RB,,,
,use,VBP,,,
,the,DT,,,
,information,NN,,,
,in,IN,,,
,their,PRP$,,,
,stories,NNS,,,
,but,CC,,,
,retain,VBP,,,
,their,PRP$,,,
,holier-than-thou,JJ,,,
,attitude,NN,,,
15987,All,DT,Metaphor,,
,I,PRP,,,
,'ve,VBP,,,
,done,VBN,,,
,is,VBZ,,,
,dent,JJ,,,
,your,PRP$,,,
,holier-than-thou,JJ,,,
,force-field,NN,,,
15988,Spare,NNP,Metaphor,,
,me,PRP,,,
,the,DT,,,
,holier-than-thou,JJ,,,
,routine,NN,,,
15989,I,PRP,Metaphor,,
,'m,VBP,,,
,not,RB,,,
,going,VBG,,,
,to,TO,,,
,be,VB,,,
,sort,NN,,,
,of,IN,,,
,holier,JJR,,,
,than,IN,,,
,thou,NN,,,
,about,IN,,,
,it,PRP,,,
15990,everyone,NN,Metaphor,,
,competed,VBD,,,
,to,TO,,,
,be,VB,,,
,holier,JJR,,,
,than,IN,,,
,thou,NN,,,
15991,try,VB,Metaphor,,
,to,TO,,,
,be,VB,,,
,a,DT,,,
,little,JJ,,,
,less,JJR,,,
,holier,JJR,,,
,than,IN,,,
,thou,NN,,,
15992,close,RB,Metaphor,relevant to the point that you feel uncomfortable,Yes
,to,TO,,,
,home,NN,,,
15993,When,WRB,Metaphor,,
,death,NN,,,
,struck,VBD,,,
,close,JJ,,,
,to,TO,,,
,home,NN,,,
,it,PRP,,,
,was,VBD,,,
,not,RB,,,
,easy,JJ,,,
,to,TO,,,
,accept,VB,,,
,such,JJ,,,
,counsel,NN,,,
15994,The,DT,Metaphor,,
,right,JJ,,,
,hon,NN,,,
,.,.,,,
,Gentleman,NNP,,,
,might,MD,,,
,look,VB,,,
,close,JJ,,,
,to,TO,,,
,home,NN,,,
,before,IN,,,
,he,PRP,,,
,makes,VBZ,,,
,that,IN,,,
,general,JJ,,,
,assertion,NN,,,
15995,it,PRP,Metaphor,,
,became,VBD,,,
,apparent,JJ,,,
,that,IN,,,
,things,NNS,,,
,like,IN,,,
,conscription,NN,,,
,were,VBD,,,
,bringing,VBG,,,
,matters,NNS,,,
,pretty,RB,,,
,close,VBP,,,
,to,TO,,,
,home,NN,,,
15996,conscription,NN,Metaphor,,
,issues,NNS,,,
,were,VBD,,,
,bringing,VBG,,,
,matters,NNS,,,
,close,RB,,,
,to,TO,,,
,home,NN,,,
15997,he,PRP,Metaphor,,
,seems,VBZ,,,
,the,DT,,,
,more,RBR,,,
,likely,JJ,,,
,to,TO,,,
,say,VB,,,
,nothing,NN,,,
,which,WDT,,,
,might,MD,,,
,inflame,VB,,,
,passions,NNS,,,
,so,RB,,,
,comparatively,RB,,,
,close,JJ,,,
,to,TO,,,
,home,NN,,,
15998,Too,RB,Metaphor,,
,much,JJ,,,
,emotional,JJ,,,
,hassle,NN,,,
,",",",",,,
,too,RB,,,
,close,JJ,,,
,to,TO,,,
,home,NN,,,
,?,.,,,
15999,Youthful,JJ,Metaphor,,
,folly,RB,,,
,struck,VBN,,,
,unpleasantly,RB,,,
,close,JJ,,,
,to,TO,,,
,home,NN,,,
16000,Anne,NNP,Metaphor,,
,heightened,VBD,,,
,the,DT,,,
,feeling,NN,,,
,that,IN,,,
,there,EX,,,
,is,VBZ,,,
,a,DT,,,
,real,JJ,,,
,and,CC,,,
,all-too-close-to-home,JJ,,,
,problem,NN,,,
,when,WRB,,,
,she,PRP,,,
,compared,VBN,,,
,her,PRP,,,
,experience,NN,,,
16001,Anne,NNP,Metaphor,,
,heightened,VBD,,,
,the,DT,,,
,feeling,NN,,,
,that,IN,,,
,there,EX,,,
,is,VBZ,,,
,a,DT,,,
,real,JJ,,,
,and,CC,,,
,all-too-close-to-home,JJ,,,
,problem,NN,,,
16002,she,PRP,Metaphor,,
,heightened,VBD,,,
,the,DT,,,
,feeling,NN,,,
,there,EX,,,
,is,VBZ,,,
,an,DT,,,
,all-too-close-to-home,JJ,,,
,problem,NN,,,
16003,As,IN,Metaphor,,
,an,DT,,,
,example,NN,,,
,close,NN,,,
,to,TO,,,
,home,NN,,,
,",",",",,,
,it,PRP,,,
,would,MD,,,
,be,VB,,,
,a,DT,,,
,sanction,NN,,,
,much,RB,,,
,more,RBR,,,
,powerful,JJ,,,
,than,IN,,,
,that,DT,,,
,of,IN,,,
,SEC,NNP,,,
16004,such,JJ,Metaphor,,
,an,DT,,,
,example,NN,,,
,is,VBZ,,,
,close,JJ,,,
,to,TO,,,
,home,NN,,,
16005,be,VB,Metaphor,,
,careful,JJ,,,
,",",",",,,
,as,IN,,,
,such,JJ,,,
,an,DT,,,
,example,NN,,,
,is,VBZ,,,
,close,JJ,,,
,to,TO,,,
,home,NN,,,
16006,Ade,NNP,Metaphor,,
,used,VBD,,,
,an,DT,,,
,example,NN,,,
,that,WDT,,,
,was,VBD,,,
,close,JJ,,,
,to,TO,,,
,home,NN,,,
16007,they,PRP,Metaphor,,
,brought,VBD,,,
,back,RP,,,
,memories,NNS,,,
,as,IN,,,
,they,PRP,,,
,were,VBD,,,
,too,RB,,,
,close,JJ,,,
,to,TO,,,
,home,NN,,,
16008,It,PRP,Literal,,
,is,VBZ,,,
,important,JJ,,,
,",",",",,,
,however,RB,,,
,",",",",,,
,to,TO,,,
,have,VB,,,
,a,DT,,,
,source,NN,,,
,of,IN,,,
,money,NN,,,
,close,NN,,,
,to,TO,,,
,home,NN,,,
16009,they,PRP,Literal,,
,were,VBD,,,
,blocking,VBG,,,
,the,DT,,,
,pavement,NN,,,
,",",",",,,
,tantalizingly,RB,,,
,close,JJ,,,
,to,TO,,,
,home,NN,,,
16010,I,PRP,Literal,,
,did,VBD,,,
,n't,RB,,,
,know,VB,,,
,I,PRP,,,
,could,MD,,,
,have,VB,,,
,such,JJ,,,
,a,DT,,,
,good,JJ,,,
,time,NN,,,
,so,RB,,,
,close,RB,,,
,to,TO,,,
,home,NN,,,
16011,The,DT,Literal,,
,mill,NN,,,
,was,VBD,,,
,quite,RB,,,
,close,JJ,,,
,to,TO,,,
,home,NN,,,
,so,RB,,,
,in,IN,,,
,the,DT,,,
,lunch,JJ,,,
,hour,NN,,,
,I,PRP,,,
,was,VBD,,,
,able,JJ,,,
,to,TO,,,
,go,VB,,,
,home,NN,,,
16012,he,PRP,Literal,,
,is,VBZ,,,
,likely,JJ,,,
,to,TO,,,
,stay,VB,,,
,away,RB,,,
,from,IN,,,
,events,NNS,,,
,close,RB,,,
,to,TO,,,
,home,NN,,,
,where,WRB,,,
,the,DT,,,
,meat,NN,,,
,has,VBZ,,,
,become,VBN,,,
,the,DT,,,
,number,NN,,,
,one,CD,,,
,bait,NN,,,
16013,instead,RB,Literal,,
,of,IN,,,
,holiday,NN,,,
,abroad,RB,,,
,I,PRP,,,
,chose,VBP,,,
,a,DT,,,
,place,NN,,,
,close,JJ,,,
,to,TO,,,
,home,NN,,,
16014,home,NN,Metaphor,successful in achieving your objective,
,and,CC,,,
,dry,JJ,,,
16015,people,NNS,Metaphor,,
,living,VBG,,,
,there,EX,,,
,are,VBP,,,
,hoping,VBG,,,
,they,PRP,,,
,'re,VBP,,,
,now,RB,,,
,home,NN,,,
,and,CC,,,
,dry,JJ,,,
16016,even,RB,Metaphor,,
,then,RB,,,
,employers,NNS,,,
,are,VBP,,,
,not,RB,,,
,necessarily,RB,,,
,home,NN,,,
,and,CC,,,
,dry,JJ,,,
16017,Once,RB,Metaphor,,
,I,PRP,,,
,reached,VBD,,,
,the,DT,,,
,ski-road,NN,,,
,I,PRP,,,
,thought,VBD,,,
,I,PRP,,,
,was,VBD,,,
,``,``,,,
,home,NN,,,
,and,CC,,,
,dry,JJ,,,
,'','',,,
,",",",",,,
,until,IN,,,
,turning,VBG,,,
,a,DT,,,
,bend,NN,,,
,I,PRP,,,
,was,VBD,,,
,confronted,VBN,,,
,by,IN,,,
,a,DT,,,
,bul,NN,,,
16018,I,PRP,Metaphor,,
,thought,VBD,,,
,I,PRP,,,
,was,VBD,,,
,``,``,,,
,home,NN,,,
,and,CC,,,
,dry,JJ,,,
,'','',,,
16019,I,PRP,Metaphor,,
